byte_count,classification,relative_path,sha256
4258,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/file_size_audit.csv,1376b016df333772cb97eb0c0d889f082b031600f41ecc783d82b0dc5ea6882d
64334982,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/governor_rejection_log.csv,5e1ff8d1199971f98046ce1ba777eed035d13637423be0c6b75cfb37f07bc774
2055,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/governor_rejection_summary.csv,01aa78d613f6b32da095fdd3a51993a38ced40b32441a8c806f8d9a20f7735c4
773,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/memory_ablation_summary.csv,42cf37522d031339e2c50d7d66737aced64d9afd34c6488925dad6f7469e59cb
49538,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/paired_episode_schedule.csv,5c1ff0fc82d679d728bbf1e8f23f835051fb310e4607a7277db15a0fbf3c21df
647364,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/paired_policy_comparison.csv,7f5b34a799ef3640f294319f304c75dfdeb8a2c0176b81a65c2a27b9e2af4ff4
794,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/policy_set.csv,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
9681,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/policy_summary.csv,c37c0c0118bfd460eb171c34a264e869811faab4888aa29e5ac93ac177ad5305
945,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/prediction_alignment_summary.csv,5577befce208c9ce09138d28ca2583424516c60ea19d49a12fe2287b34e0b691
8680404,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/primitive_execution_log.csv,e03c412ddfcb1bd340071f3100bacb9b0a240613b33ca87cf12725e286660e78
1004936,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/selector_choice_log.csv,838e0d0f534a90fd7273026da17f2f68d67b47b76e068640a283e0ea9a7d3732
1333,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/source_audit_summary.csv,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
7005,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/static_map_prior_samples.csv,6a115ca201fbfe66ee1f69f660f794098e612b2b0be744d15e7659b582d20f96
898,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/metrics/termination_summary.csv,868bd54035559002b16e415c02fd8845ad52e88882f78a5c57e3669f6996a956
593,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/reports/full_loop_validation_report.md,4046efbd1af7169e8c5b770c1218e6ef11c7bcab809ab1bbf2b80ba67fcf1459
396,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/reports/l11_full_loop_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
593,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/reports/memory_ablation_report.md,4046efbd1af7169e8c5b770c1218e6ef11c7bcab809ab1bbf2b80ba67fcf1459
593,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/reports/prediction_alignment_report.md,4046efbd1af7169e8c5b770c1218e6ef11c7bcab809ab1bbf2b80ba67fcf1459
313,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/reports/source_audit.md,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
396,generated_result,05_Results/lqr_contextual_v1_0/full_loop_validation/006/reports/v1_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
66678,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/09_figures/v410_belief_evolution.png,34788dc7ed81358df5583a3d443b4184468b7b878d2b537c918048deeed4eb2a
44556,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/09_figures/v410_governor_rejection_summary.png,d62a7d22d53bcb2a99425ed4d228f416aaafd1cf097a4e1bf77bfc2943d94853
71291,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/09_figures/v410_memory_ablation_bar.png,41b32c4f86440424662dbc665ac2928b80fbd762854eddfcc9411aadd90f2fc1
75212,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/09_figures/v410_outcome_prediction_alignment.png,ceb53fa9ad78882d171cf720dbc02f4d502cf1d2151d6d8c59430fd26917ae42
123271,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/09_figures/v410_paired_delta_plot.png,d3b14c28fdc6291f4f209376b9f65dba1739612c1fcd49634c467719ba464b86
692,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/manifests/claim_boundary.json,0af928d3bd1153e9ff8783f8cb29fb60b3aa7c7140860d077027a1bd75ed2f3b
3716,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/manifests/full_loop_validation_manifest.json,e96fc9f249c794b8b6e7ce97b3af64731ac349a2025272869651fafd0f014cdb
2043,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/manifests/policy_set.json,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
4921,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/manifests/source_audit.json,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
1192,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/manifests/static_map_prior.json,79a1b74cbf647a47ecab08950269e0fea9fbd4c3a9f463ec473053e22e30818b
754,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/belief_evolution_summary.csv,471abfa136ead62f9bcc2dae5c22e108c036e23bce3f24c4ada4806fc787d658
2054546,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/belief_snapshot_log.csv,28091c47b485e77a28c1fb9f631dde2b916e0f4823b791003d0e2a17d6dc8e32
152817,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/episode_schedule.csv,9e02189ffeebb9d2027646fb4f57609d1e0b459eddcd650015f896f2a5b86058
257704,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/episode_summary.csv,0d17c5f0d96434bee85f247eeeaf58221d49031a5c5130b425612d122f62ab3b
2434,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/file_size_audit.csv,20e8f959fe7e362d70c04b504705011ec3129f2d17b68b3a144285276482f8ca
20324472,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/governor_rejection_log.csv,7bca09d08af0449fde08a4bc3dd4c4a3cc6c8c0e517940e344b6da91a805510a
2049,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/governor_rejection_summary.csv,3c2b911cd19872a38292cb5eac8a376405e19bbd07adb50be6ffcde9dfcd41a0
599,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/memory_ablation_summary.csv,0863a6e3ac213b50b6e4ddba899f694c1be2bdf54b04357428904afc0292cd57
16432,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/paired_episode_schedule.csv,6fd7dd81b8e3f1d1d9d8b0381123f9fa392140871666798ecdf29bcfd7fb6d20
213764,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/paired_policy_comparison.csv,3145edfe71a282f2557f75fe3f8d03ff0086b61a438e4ed0e01f94a078612098
794,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/policy_set.csv,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
8613,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/policy_summary.csv,19bf0d74589c7be878c34ac8c29416e7257882be00b66a027a769084f1c496a4
945,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/prediction_alignment_summary.csv,e348e7cb261e6ffdcc604b28d32103f8f76293db1e4085b5d4515c2313892c28
2715006,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/primitive_execution_log.csv,389ce77e9c4f4ca64609711f31e50df7a047c60a86485525cf689a737d738395
314960,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/selector_choice_log.csv,b50c7006789e32cfb2aa63f85b46f91cf5e06364adce4135b6e2b573236494c1
1333,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/source_audit_summary.csv,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
6906,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/static_map_prior_samples.csv,282d1e945879b4b14349c972d243ae4043ef6af8d519461407f9189769890d79
892,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/termination_summary.csv,251f95c23e07f055fdee7e4d84cbb72b01e673e874f6a046926336e7b3b9aa9a
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/full_loop_validation_report.md,7ce77950d6a0638dbd0550f62ed1911609580d45a2bc60440284e7be0a973240
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/l11_full_loop_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/memory_ablation_report.md,7ce77950d6a0638dbd0550f62ed1911609580d45a2bc60440284e7be0a973240
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/prediction_alignment_report.md,7ce77950d6a0638dbd0550f62ed1911609580d45a2bc60440284e7be0a973240
313,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/source_audit.md,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/v1_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
695,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/claim_boundary.json,41de6ac62c4c5deb1cc4a3837e8ea269c8caf3a5ecfdf4e9c5a11043d1217329
3728,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/full_loop_validation_manifest.json,737ade03aff8991f416936a7cd6b2d67e7ea329ba48621c7cf0d5eadafccf12d
2043,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/policy_set.json,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
4921,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/source_audit.json,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
1202,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/static_map_prior.json,4aba032ed04ee68117ea571bcaff2159be8ed06337b2fec420ae01b5454ed9b3
754,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/belief_evolution_summary.csv,471abfa136ead62f9bcc2dae5c22e108c036e23bce3f24c4ada4806fc787d658
2036530,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/belief_snapshot_log.csv,1db762f17e1deb30e4dc742d148dd864974207c68e30b197c73ff6e2dc4fde92
152877,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/episode_schedule.csv,e7ea6adf5d6774d8f279582c504753d995aa29750d4d117b2896df59e034944c
258202,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/episode_summary.csv,af02daa694a8d272fb558f5c75fe810b9b98a8a7a54c78a842a256f481f562d9
2441,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/file_size_audit.csv,4331467ce07ec69ac2df0991fa1bc85552165421789c6339276337e152e8b5f6
21122924,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/governor_rejection_log.csv,e53ae577f67a8cf7fb05543408ecbb176ac64bc9e9b55a8445b936ef79a2d5e6
2049,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/governor_rejection_summary.csv,8e2436ccb87e7fb5aafae4d7960bcccb84734f7033041b6a2e3289500e12c835
599,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/memory_ablation_summary.csv,ed137dc22139f5b940ca7425241702989f8bca6fe16f4b195513f508e3baa0eb
16442,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/paired_episode_schedule.csv,6edd13f4372256daedfa1c37f19a82b0bd8ce88c4b9732084efb50ac1052f83d
215244,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/paired_policy_comparison.csv,3b3df2d4c4ca8c4c48156aa89a27356ec698c510a42d14708c62e6173fd1b55c
794,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/policy_set.csv,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
9477,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/policy_summary.csv,23de1480c3ad6e9e8dbd76693301e1208a21022dbb3ebc223cb340c7471daf03
945,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/prediction_alignment_summary.csv,d53662b4581383d76e7f634f299ec28970b06b050c4df03ca06b83e62666095e
2607684,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/primitive_execution_log.csv,1a40b99f63ac79463b9f32db1b59ed65e19673a39f794b697c2958c8dc9639c6
314868,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/selector_choice_log.csv,7f3ad068f5b74727e517332486eeb7937819e90a975417d84eff30c1b1481885
1333,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/source_audit_summary.csv,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
6919,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/static_map_prior_samples.csv,166c35deaf0578e5ed46c7b46c0134646119fdf385ca881f3a497480039f0f8a
892,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/termination_summary.csv,efc7b48f9df82b6dcf9efbfe4b98ec6c17636a1b7e9669c956c1fc491fb19fe9
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/full_loop_validation_report.md,19dfb8a555ebdc70329d02d4f672a2c08ab2f7427aaceeaf2357d9f91f8e3ddd
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/l11_full_loop_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/memory_ablation_report.md,19dfb8a555ebdc70329d02d4f672a2c08ab2f7427aaceeaf2357d9f91f8e3ddd
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/prediction_alignment_report.md,19dfb8a555ebdc70329d02d4f672a2c08ab2f7427aaceeaf2357d9f91f8e3ddd
313,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/source_audit.md,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/v1_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
692,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/claim_boundary.json,ade0f673210484a3eb292dd49db8d8a854a6d19be698ecd773faa2a00ab17cd1
3719,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/full_loop_validation_manifest.json,18264ab8bd73943e60cdaa3986c45e74720aa52f90acbfb294f4fed3f6d9facb
2043,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/policy_set.json,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
4921,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/source_audit.json,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
1198,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/static_map_prior.json,a861c5134bcd354288ba069b684b323b6718a88aaee7597dcb0388c8ca9d3d0c
754,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/belief_evolution_summary.csv,471abfa136ead62f9bcc2dae5c22e108c036e23bce3f24c4ada4806fc787d658
2045298,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/belief_snapshot_log.csv,fb00b4f09ae92af8b664099518c6469bcc557dc668f7bd993f23d1d1d32a9128
152835,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/episode_schedule.csv,0dc807b94d592f5b2d12d420d9975a52072472743523bfcfb4f8032095157fb8
254362,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/episode_summary.csv,ab9c8b7d6b7d17dc63859b41149aae60115a681d4d58b79c62238e4d1dedd01b
2437,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/file_size_audit.csv,a77422437cfaf82409f26a96fdd8b3e2682eab919312237c4469989685f18d52
21518249,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/governor_rejection_log.csv,f39ae6365c69bc8ea836c625028aa5bb8de207180a8edf44a4606491c4425252
2049,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/governor_rejection_summary.csv,e4b037db7f536f6bb5c5d92b401ba165d3f37cffe93ff208c13dd4353f733f33
599,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/memory_ablation_summary.csv,1c6f6d6f8326627b3e4d5b3f19365ab7d698d252ba173fa3a6a0dc84fafe0cfe
16435,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/paired_episode_schedule.csv,d1e8267b7e74648a97d364de2e99947637c5b7be5f452f6eeaa41ecb9c7f4d50
211439,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/paired_policy_comparison.csv,c42062a499649712bee08891b6c24f035f4641e3d0c1a6baca7b58d06c5a16ca
794,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/policy_set.csv,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
9069,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/policy_summary.csv,68b1c4507235a88d60925e1550d4985a6e4aac213b6849fb670bbb775cdf8760
951,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/prediction_alignment_summary.csv,a5c490807f24ddb44540c593d98414b9070b3c0a64b1beeddbd9a100a57452d3
2604770,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/primitive_execution_log.csv,7a21b6646d0002d81fded977adcc8e48a5eaf0f8b534bdae28d7a32eedbc9678
316946,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/selector_choice_log.csv,5d8dd9fec6d2e10bb6902b10e87479b9aeeae834bfa63afb538bdde00eddda05
1333,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/source_audit_summary.csv,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
6901,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/static_map_prior_samples.csv,5aa967b9a16e5c78241af787e0e434052bd1df673f83bc201d79ea8b4054a56f
892,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/termination_summary.csv,abf65ab23aaee598020734d5b5b3594468c4011a9641f5a34b9eb38bd73bd931
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/full_loop_validation_report.md,5f980b97f15c39297bb426afce2c77d3573ac9a517ec4bab9a192af82ae6af67
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/l11_full_loop_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/memory_ablation_report.md,5f980b97f15c39297bb426afce2c77d3573ac9a517ec4bab9a192af82ae6af67
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/prediction_alignment_report.md,5f980b97f15c39297bb426afce2c77d3573ac9a517ec4bab9a192af82ae6af67
313,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/source_audit.md,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/v1_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
695,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/claim_boundary.json,c093fce78b338b7a417f101903603da386ae54faa56bcc61814f29ff07df2804
3728,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/full_loop_validation_manifest.json,2b07c4325d449e5d6c8f96cb90b3d84d8b3cb44d800f2e1b292feb8864be5b60
2043,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/policy_set.json,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
4921,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/source_audit.json,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
1200,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/static_map_prior.json,0d03c0395726fd0a683d979348c191b44cbe27616230e417dc0456505f5619a6
754,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/belief_evolution_summary.csv,471abfa136ead62f9bcc2dae5c22e108c036e23bce3f24c4ada4806fc787d658
2017410,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/belief_snapshot_log.csv,21ed7f0303b934ddf474e2548d536dadc59063a5eb769de2042b71785367c7c8
152865,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/episode_schedule.csv,2e4a705b4f133516a5d8a5df23e3ea09d27ee39026ad5f44ea3ee661c20fafaf
260182,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/episode_summary.csv,ffdcc31153353fbbe95719d778d23aa14ce5735ab76e882c41302f0b45a83f20
2436,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/file_size_audit.csv,582aef8c56b2489c0dea736fb607732317706be8767ad7a9e0b3867872dd3b68
20005493,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/governor_rejection_log.csv,7f9981ee98a192229089c9044a7fcdc1eaf5fd364101b1eede7e586479ece452
2049,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/governor_rejection_summary.csv,7af88f3b3c434e8815f028104e5ef51f4b46a1c0475966adda89fd0039037f0f
599,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/memory_ablation_summary.csv,aacab717039028e426439b3298b6aac7369d93003aefac9d621edab0e48aa7bb
16440,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/paired_episode_schedule.csv,0294a81aad3ca59059a91606918214991e20f23780f51274a1fefae433ace6fa
215994,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/paired_policy_comparison.csv,55829bc00202d022659f91066f23a984abebb1fc28c3cc72583764ddd96305df
794,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/policy_set.csv,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
9381,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/policy_summary.csv,81e5df3665e93b71af65f95794058921c9da74c0c576fbef4024311cdde51d70
945,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/prediction_alignment_summary.csv,c6de52aff3f3d40380182803a81ee1635db75ccb41dc1920b3d682cf186a27fc
2596115,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/primitive_execution_log.csv,345284daa72f3f5e8805d11d20b3529fab3d9992d0a950142f8da760057cbd06
305687,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/selector_choice_log.csv,046cfb6cf65a65bfcd857d16dca827a8259bff4c20d3cfeb52291def35be48a5
1333,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/source_audit_summary.csv,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
6908,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/static_map_prior_samples.csv,f99b2674b0956214095a18f51a52e9c5842c9271e3f613ff3419c60448914955
892,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/metrics/termination_summary.csv,3586130147992755e62cfc7a88e1495a54f692cccd371fa76def686b4e423f1d
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/reports/full_loop_validation_report.md,74d29c75b24e17fb8b38ce33781955c0d27b201003494878b8f85b26a6d9cb18
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/reports/l11_full_loop_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/reports/memory_ablation_report.md,74d29c75b24e17fb8b38ce33781955c0d27b201003494878b8f85b26a6d9cb18
591,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/reports/prediction_alignment_report.md,74d29c75b24e17fb8b38ce33781955c0d27b201003494878b8f85b26a6d9cb18
313,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/reports/source_audit.md,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
396,generated_result,05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/reports/v1_move_on_check.md,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
